delete	src/__tests__/native-release-build-hardening-contract.test.ts	normalizes umask-077 staging before nested signing and finalizes data before app signing	src/native/Recordings/build.sh	normalize_unsigned_app_bundle_modes "$APP_DIR"	1
delete	src/__tests__/native-release-build-hardening-contract.test.ts	normalizes umask-077 staging before nested signing and finalizes data before app signing	src/native/Recordings/build.sh	run_bun "$SOURCE_PACKAGE_ROOT/scripts/macos_artifact.ts" provenance	1
delete	src/__tests__/native-release-build-hardening-contract.test.ts	normalizes umask-077 staging before nested signing and finalizes data before app signing	src/native/Recordings/build.sh	run_codesign "${APP_SIGN_ARGUMENTS[@]}"	1
delete	src/__tests__/native-release-build-hardening-contract.test.ts	normalizes umask-077 staging before nested signing and finalizes data before app signing	src/native/Recordings/build.sh	run_codesign "${HELPER_SIGN_ARGUMENTS[@]}"	1
delete	src/__tests__/native-release-build-hardening-contract.test.ts	normalizes umask-077 staging before nested signing and finalizes data before app signing	src/native/Recordings/build.sh	run_sensitive_tool "$DITTO_EXECUTABLE" "$APP_DIR" "$OUTPUT_APP_DIR"	1
delete	src/__tests__/native-release-build-hardening-contract.test.ts	pins a clean full source revision before native compilation	src/native/Recordings/build.sh	run_swift build -c "$BUILD_CONFIGURATION"	1
delete	src/__tests__/native-release-build-hardening-contract.test.ts	pins a clean full source revision before native compilation	src/native/Recordings/build.sh	run_swift test -c "$BUILD_CONFIGURATION"	1
delete	src/__tests__/native-release-build-hardening-contract.test.ts	pins a validated macOS SDK sysroot before compiling the descriptor guard	scripts/build_native_fs_guard.sh	"$CLANG" "${COMMON[@]}" -arch arm64	1
delete	src/__tests__/native-release-build-hardening-contract.test.ts	pins bootstrap path tools before deriving the source tree	src/native/Recordings/build.sh	HOST_UNAME_EXECUTABLE="/usr/bin/uname"	1
delete	src/__tests__/native-release-build-hardening-contract.test.ts	pins bootstrap path tools before deriving the source tree	src/native/Recordings/build.sh	SYSTEM_DIRNAME_EXECUTABLE="/usr/bin/dirname"	1
delete	src/__tests__/native-release-build-hardening-contract.test.ts	pins bootstrap path tools before deriving the source tree	src/native/Recordings/build.sh	SYSTEM_PWD_EXECUTABLE="/bin/pwd"	1
delete	src/__tests__/native-release-build-hardening-contract.test.ts	ships a pinned universal descriptor guard and fails closed before installer mutation	scripts/install_macos_app.sh	"$BUN_EXECUTABLE" "$ARTIFACT_TOOL" native-fs-guard-check	1
delete	src/__tests__/release-output-publication-contract.test.ts	package notarization also verifies the log digest before stapling	packaging/macos/build_release_pkg.sh	"$STAGED_VERIFIER" assert-notary-log	1
delete	src/__tests__/release-output-publication-contract.test.ts	package notarization also verifies the log digest before stapling	packaging/macos/build_release_pkg.sh	--submitted-archive-sha256 "$SUBMITTED_PKG_SHA256"	1
delete	src/__tests__/release-output-publication-contract.test.ts	package notarization also verifies the log digest before stapling	packaging/macos/build_release_pkg.sh	SUBMITTED_PKG_SHA256="$(sha256_file "$PKG")"	1
delete	src/__tests__/release-output-publication-contract.test.ts	package notarization also verifies the log digest before stapling	packaging/macos/build_release_pkg.sh	/usr/bin/xcrun stapler staple	1
